"","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","Y11","Y12","Y13","Y14","Y15","Y16","Y17","Y18","Y19","Y20","Y21","Y22","Y23","Y24","Y25","Y26","Y27","Y28","Y29","Y30","Y31","Y32","Y33","Y34","Y35","Y36","Y37","Y38","Y39","Y40","Y41","Y42","Y43","Y44","Y45","Y46","Y47","Y48","Y49","Y50","Y51","Y52","Y53","Y54","Y55","Y56","Y57","Y58","Y59","Y60","Y61","Y62","Y63","Y64","Y65","Y66","Y67","Y68","Y69","Y70","Y71","Y72","Y73","Y74","Y75","Y76","Y77","Y78","Y79","Y80","Y81","Y82","Y83","Y84","Y85","Y86","Y87","Y88","Y89","Y90","Y91","Y92","Y93","Y94","Y95","Y96","Y97","Y98","Y99","Y100","Y101","Y102","Y103","Y104","Y105","Y106","Y107","Y108","Y109","Y110","Y111","Y112","Y113","Y114","Y115","Y116","Y117","Y118","Y119","Y120","Y121","Y122","Y123","Y124","Y125","Y126","Y127","Y128","Y129","Y130","Y131","Y132","Y133","Y134","Y135","Y136","Y137","Y138","Y139","Y140","Y141","Y142","Y143","Y144","Y145","Y146","Y147","Y148","Y149","Y150","Y151","Y152","Y153","Y154","Y155","Y156","Y157","Y158","Y159","Y160","Y161","Y162","Y163","Y164","Y165","Y166","Y167","Y168","Y169","Y170","Y171","Y172","Y173","Y174","Y175","Y176","Y177","Y178","Y179","Y180","Y181","Y182","Y183","Y184","Y185","Y186","Y187","Y188","Y189","Y190","Y191","Y192","Y193","Y194","Y195","Y196","Y197","Y198","Y199","Y200","Y201","Y202","Y203","Y204","Y205","Y206","Y207","Y208","Y209","Y210","Y211","Y212","Y213","Y214","Y215","Y216","Y217","Y218","Y219","Y220","Y221","Y222","Y223","Y224","Y225","Y226","Y227","Y228","Y229","Y230","Y231","Y232","Y233","Y234","Y235","Y236","Y237","Y238","Y239","Y240","Y241","Y242","Y243","Y244","Y245","Y246","Y247","Y248","Y249","Y250","Y251","Y252","Y253","Y254","Y255","Y256","Y257","Y258","Y259","Y260"
"OTU2772",3,2,4,0,0,39,66,28,14,3,0,0,0,4,1,16,1,1,0,12,32,21,22,12,17,15,3,5,0,7,26,32,12,4,12,10,2,8,20,9,25,6,11,4,20,35,12,5,2,5,40,3,5,1,4,11,4,0,5,2,8,4,1,5,11,20,13,2,5,9,27,7,19,5,12,4,17,2,0,2,0,2,4,9,1,1,0,0,4,0,3,3,3,0,8,20,13,99,22,98,22,36,4,13,25,0,2,7,1,0,0,16,9,0,50,1,0,9,2,3,2,4,1,4,17,12,10,7,11,14,14,27,5,6,8,23,5,7,10,8,3,0,8,12,1,5,4,2,11,46,3,37,7,2,1,3,3,5,0,4,1,38,7,167,10,12,0,0,2,1,14,28,20,10,6,30,384,75,3,37,20,50,3,11,42,16,34,34,78,74,19,9,7,5,13,2,2,3,0,3,10,9,5,1,13,2,1,0,10,2,15,2,12,11,13,7,16,7,15,10,8,8,6,19,6,485,15,0,0,12,10,2,12,4,2,63,13,4,2,0,8,44,1,1,0,4,4,1,0,2,12,3,171,12,2,9,15,2,7,13
"OTU2776",0,0,0,0,0,0,9,12,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,12,0,11,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,3,0,0,0,3,5,17,1,4,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,4,0,2,1,0,0,1,1,0,4,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6,0,1,0,6,11,2,3,1,1,5,3,8,3,2,0,0,0,0,0,1,4,3,1,0,3,4,3,2,0,0,4,6,0,1,4,2,2,8,2,1,0,0,3,2,0,2,0,12,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,5,0,0,3,0,0,3,9,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU2782",0,0,0,2,0,0,1,1,0,0,4,0,28,2,0,0,0,0,4,0,7,2,2,4,5,2,7,0,4,2,0,1,5,2,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,5,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,2,1,4,0,0,0,0,0,0,0,0,0,1
"OTU2783",1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,8,21,14,3,14,2,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,2,0,0,0,0,0,3,1,4,2,0,0,1,1,5,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2784",1,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,34,3,1,2,1,0,9,0,2,0,1,15,1,4,0,0,2,3,0,1,0,8,0,11,0,4,7,0,0,2,2,1,0,0,1,1,0,0,1,1,0,0,2,0,8,6,0,5,4,0,5,0,0,1,25,48,25,36,0,3,0,0,0,0,0,3,1,1,2,0,0,0,0,0,6,3,0,3,0,0,0,0,4,3,0,0,0,0,0,3,4,2,31,26,12,15,4,32,0,1,3,2,1,4,74,6,2,8,1,5,0,0,3,7,10,45,1,1,1,0,35,40,10,2,6,1,1,1,4,4,3,0,1,5,10,18,3,4,7,70,0,7,2,0,5,8,5,3,0,3,16,12,9,7,20,17,55,0,0,22,15,2,11,9,2,4,0,7,3,22,8,1,6,11,1,23,9,9,27,30,43,46,34,12,4,1,2,10,8,39,6,5,126,1,116,34,9,14,8,5,72,15,12,13,14,7,10,3,35,61,4,34,1,0,3,29,38,6,25,47,51,20,23,30,92,62,52,145,71,2,3,0,1,0
"OTU2785",0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,35,11,14,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,1,0,35,5,10,65,24,0,0,0,1,0,177,241,346,97,456,1,0,0,4,0,0,0,0,0,0,0,4,184,39,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,3,2,5,47,44,86,77,3,0,0,3,1,0,0,0,0,0,0,1,0,0,0,3,2,2,0,4,1,54,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,290,50,45,43,73,234,145,133,283,399,2,6,0,2,0,0,0,0,0,0,0,0,0,2,0,10,1,0,6,0,6,1,1,2,1,399,30,1715,147,62,10,28,6,11,217,3,9,12,64,69,1,0,0,0,0,3,1,18,2,1,0,0,0,0,0,98,0,28,21,227,2,2,0,3,5,8,4,10,3,1,87,21,1,22,12,0,0,0,0,0,7,46,1,14,1,1,2,4,1,0
"OTU2790",0,0,0,0,0,1,2,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,29,3,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,2
"OTU2791",10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,3,19,0,3,1,0,0,0,0,0,0,0,6,0,4,0,9,4,8,16,53,23,1,17,1,2,0,0,0,0,0,0,1,1,0,2,0,0,19,1,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,45,1,14,25,5,10,3,10,0,0,0,0,0,5,14,4,14,16,1,0,5,0,0,1,0,0,0,0,7,104,57,62,0,0,0,1,0,4,8,2,45,20,0,7,6,0,0,0,0,4,1,0,0,1,0,11,36,2,1,0,0,0,0,2,0,3,3,2,0,25,0,3,0,23,0,10,0,5,0,0,6,2,13,20,2,4,4,27,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,7,4,2,1,0,0,0,3,1,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,7,7,0,3,0
"OTU2793",0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,1,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,38,8,0,0,0,0,0,0,6,13,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,48,0,0,0,23,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"OTU2796",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,7,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,1,0,0,0,3,0,11,0,0,1,1,7,63,5,0,0,0,0,0,0,0,0,57,1,4,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,7,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0
"OTU2798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,4,4,0,14,0,2,0,2,0,2,0,0,1,0,0,0,6,1,0,5,0,0,1,0,0,0,0,0,0,0,1,3,5,0,2,6,0,0,8,1,1,2,1,2,3,0,2,0,0,0,0,4,1,1,0,2,0,0,1,2,1,2,2,5,3,0,0,3,0,2,0,0,0,0,0,0,11,5,1,2,3,3,8,1,3,0,14,0,2,3,0,0,0,0,0,0,0,1,1,0,3,2,4,0,0,0,1,1,0,2
"OTU2800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,9,1,6,1,3,3,3,2,0,4,1,1,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,6,2,3,2,2,2,0,6,2,1,10,0,0,1,3,6,3,1,0,0,1,0,4,0,2,1,1,0,1,0,2,0,3,1,0,6,1,0,0,0,2,4,1,1,1,5,5,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,2,2,1,0,8,0,3,3,0,0,13,1
"OTU2801",0,0,0,0,0,2,5,6,8,1,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,10,5,1,13,1,1,1,0,1,1,0,2,2,0,0,0,4,2,0,4,2,2,1,0,0,0,0,0,0,1,0,7,2,2,12,6,2,3,0,2,6,0,0,0,0,0,0,0,0,0,0,2,0,6,9,1,9,11,1,1,2,3,2,4,4,11,6,0,4,1,14,9,8,10,25,2,9,7,9,13,6,6,17,49,21,4,5,5,3,15,7,7,16,6,22,4,0,1,0,0,0,16,27,17,25,13,1,8,3,7,0,0,15,5,3,3,5,6,20,1,8,48,7,3,14,3,12,6,6,12,7,9,4,3,14,7,11,10,5,15,9,2,3,14,17,10,6,26,20,18,23,16,7,8,48,43,23,11,13,14,8,3,8,3,2,7,11,22,20,13,17,14,22,13,10,27,26,0,9,9,3,11,21,6,21,20,8,7,11,13,19,16,65,60,50,17
"OTU2802",0,0,0,0,0,3,5,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,5,5,5,0,4,0,0,0,0,0,0,0,0,10,2,5,1,7,7,0,0,0,0,0,0,1,3,0,0,0,0,0,2,3,0,1,4,1,3,0,1,0,0,0,3,1,1,0,0,1,0,4,1,4,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,3,3,7,10,16,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,2,6,2,0,0,0,0,0,0,0,0,0,0,4,3,7,0,3,0,0,1,0,0,0,0,0,1,8,7,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,3,8,10,3,1,0,11,1,0,1,0,2,1,6,1,2,0,2,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,2,0,12,2,3,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,2
"OTU2804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,1,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,1,0,2,2,7,53,15,0,0,0,0,0,0,0,0,72,0,1,3,9,2,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,10,0,12,2,0,1,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
"OTU2805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,9,0,0,0,0,1,1,1,0,0,1,0,6,0,0,0,0,0,0,2,0,5,4,0,2,7,3,11,4,4,2,4,6,56,36,29,15,5,14,27,80,17,1,7,1,9,6,0,2,0,0,0,7,6,12,10,19,66,54,28,5,43,29,14,7,26,14,40,50,162,12,36,37,14,1,11,8,59,116,155,14,19,0,3,3,7,7,14,41,43,51,57,21,51,53,46,17,39,6,8,40,0,0,0,0,0,0,54,84,38,25,19,131,166,114,113,55,42,17,164,23,18,83,112,87,56,41,42,25,59,15,35,64,96,30,65,44
"OTU2807",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,5,5,1,1,3,0,2,0,0,0,1,0,0,0,1,2,0,3,1,2,0,1,0,5,1,0,0,1,5,6,0,0,0,0,0,0,0,1,1,4,0,5,1,0,4,1,0,1,0,6,0,0,0,0,0,0,0,3,4,5,1,1,2,0,0,0,0,0,0,0,0,0,8,2,1,4,1,0,1,2,3,0,0,0,2,4,0,0,1,0,0,0,0,0,0,4,0,3,1,2,2,4,0,2,0,3,3,4,5,0,6,4,2,2,0,0,1,7,0,0,2,0,0,0,1,1,5,3,4,3,0,1,0,0,0,0,1,2,2,3,16,4,0,9,3,1,0,4,12,3,0,0,1,2,1,2,0,0,0,0,0,0,0,1,1,1,4,2,1,7,5,1,10,6,6,1,0,1,1,0,1,0,0,4,0,0,3,1,5,2,0,0,0,1,10,0,0,0,0,0,0,2,0,1,2,0,1,0,2,0,4,9,7,4,2
"OTU2814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,3,0,4,2,12,5,10,2,0,4,2,3,5,1,2,4,4,6,10,7,4,22,7,2,9,2,3,9,4,0,0,2,2,5,3,11,3,14,0,0,0,1,2,5,10,16,19,16,7,2,13,11,19,3,13,17,4,3,7,1,6,1,6,19,8,2,17,39,0,1,1,2,10,8,5,0,1,1,4,9,9,8,13,5,2,3,0,4,14,35,28,26,16
"OTU2819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,8,4,2,3,1,3,30,34,31,14,2,18,20,88,13,0,2,6,3,2,0,0,0,0,0,4,4,6,5,6,29,40,42,15,22,18,23,9,17,20,17,9,104,1,24,43,16,3,8,11,45,119,154,17,8,3,6,4,5,9,2,38,22,32,63,5,26,24,27,17,30,7,0,27,0,0,0,0,0,0,66,80,29,21,21,71,110,91,96,25,38,23,184,20,30,96,100,48,40,15,14,26,78,11,38,34,29,18,36,28
"OTU2822",0,0,0,0,1,4,6,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,5,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2828",3,3,4,2,0,22,55,12,14,20,0,0,0,0,0,1,0,2,1,0,1,1,2,0,9,2,1,3,3,1,5,0,5,4,5,0,0,1,3,3,2,3,1,1,0,3,0,0,0,1,5,2,0,4,5,0,1,1,0,0,1,3,4,1,2,0,0,3,0,0,3,2,0,0,2,0,0,0,0,0,23,0,0,0,3,0,0,0,0,0,16,0,0,0,1,4,2,0,0,1,0,0,0,0,0,6,0,0,2,14,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,7,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,201,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2832",1,4,14,8,8,15,30,8,8,2,5,10,5,3,0,0,0,15,43,33,1,0,2,1,3,0,5,1,0,0,4,3,0,1,0,10,3,7,1,4,24,0,0,0,2,1,12,0,4,10,3,2,2,3,1,2,2,0,4,0,7,3,1,3,3,0,0,1,877,4,0,1,9,8,2,0,1,2,1,0,13,2,59,4,3,0,0,0,0,2,1,0,0,6,0,10,3,0,2,21,2,7,5,1,0,2,2,11,2,1,16,5,3,2,2,2,2,9,1,13,11,9,2,1,0,8,2,0,1,4,2,7,4,6,1,0,0,2,0,1,0,0,1,0,1,3,0,0,6,0,0,2,7,2,0,6,14,0,0,7,0,0,1,0,0,0,0,0,1,1,5,0,0,0,1,1,0,1,0,0,3,0,0,0,2,4,0,0,8,3,0,2,0,0,2,0,0,4,1,0,0,0,0,0,0,6,1,4,1,1,0,0,0,1,0,39,2,1,2,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,3,1,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"OTU2833",2,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,5,3,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,1,0,1,2,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"OTU2834",75,73,137,156,168,4,6,12,3,19,129,227,72,191,275,39,89,198,206,46,8,5,7,13,37,439,496,423,266,564,6,10,10,2,12,44,44,33,32,11,9,12,10,26,35,8,5,28,29,38,15,28,31,18,62,23,46,109,78,71,59,28,39,34,126,3,21,19,5,30,5,15,6,9,15,92,57,30,79,72,80,53,17,30,15,28,43,5,79,7,57,21,42,44,203,12,2,1,0,1,19,9,28,14,27,84,14,23,21,13,23,19,225,32,6,14,25,27,30,20,92,74,55,62,2,8,2,9,3,252,16,29,33,67,2,7,5,1,1,14,55,8,62,20,170,25,29,21,19,15,94,30,23,24,34,178,42,21,40,45,182,140,33,47,104,88,127,145,107,131,9,57,13,25,20,8,5,12,6,8,22,8,4,12,3,58,53,2,28,66,18,23,29,16,20,15,48,28,49,13,29,39,14,29,44,604,241,344,114,296,14,37,10,12,20,12,36,29,18,9,25,17,43,26,29,219,322,429,261,237,18,44,28,21,26,36,23,18,20,6,113,41,29,71,108,20,21,102,56,27,48,38,22,17,11,13,11,15,9,12
